datestamp,index_code,index_name,convexity,return,modified_duration,yield
2016-05-09,SAGB Index,SA Govt Bond Index,82.4,0.003420977,6.74,9.01
2016-05-10,SAGB Index,SA Govt Bond Index,82.1,-0.189153458,6.73,9.03
2016-05-11,SAGB Index,SA Govt Bond Index,82.1,-0.020160843,6.72,9.03
2016-05-12,SAGB Index,SA Govt Bond Index,82.4,0.316185767,6.74,9.01
2016-05-13,SAGB Index,SA Govt Bond Index,81.9,-0.396197628,6.71,9.04
2016-05-16,SAGB Index,SA Govt Bond Index,81.3,-0.506550853,6.68,9.1
2016-05-17,SAGB Index,SA Govt Bond Index,80.7,-0.425559536,6.65,9.14
2016-05-18,SAGB Index,SA Govt Bond Index,79.9,-0.578732939,6.61,9.2
2016-05-19,SAGB Index,SA Govt Bond Index,79.9,0.153874839,6.61,9.19
2016-05-20,SAGB Index,SA Govt Bond Index,80.4,0.482396023,6.64,9.14
2016-05-23,SAGB Index,SA Govt Bond Index,80.4,0.100576585,6.63,9.14
2016-05-24,SAGB Index,SA Govt Bond Index,80,-0.309358868,6.61,9.17
2016-05-25,SAGB Index,SA Govt Bond Index,80.2,0.244827509,6.62,9.15
2016-05-26,SAGB Index,SA Govt Bond Index,80.7,0.371839517,6.64,9.12
2016-05-27,SAGB Index,SA Govt Bond Index,80.6,-0.031023911,6.64,9.12
2016-05-30,SAGB Index,SA Govt Bond Index,79.9,-0.504041459,6.6,9.18
2016-05-31,SAGB Index,SA Govt Bond Index,80.7,0.724318594,6.63,9.11
2016-06-01,SAGB Index,SA Govt Bond Index,80.9,0.243886149,6.64,9.09
2016-06-02,SAGB Index,SA Govt Bond Index,82.3,0.171617322,6.72,9.08
2016-06-03,SAGB Index,SA Govt Bond Index,83.1,0.78143581,6.75,9.03
2016-06-06,SAGB Index,SA Govt Bond Index,83.8,0.880373589,6.79,8.96
2016-06-07,SAGB Index,SA Govt Bond Index,83.4,-0.304708208,6.76,8.99
2016-06-08,SAGB Index,SA Govt Bond Index,83.6,0.372454661,6.78,8.96
2016-06-09,SAGB Index,SA Govt Bond Index,83.4,-0.076274931,6.77,8.96
2016-06-10,SAGB Index,SA Govt Bond Index,83.2,-0.104090664,6.76,8.98
2016-06-13,SAGB Index,SA Govt Bond Index,82.7,-0.239161802,6.73,9
2016-06-14,SAGB Index,SA Govt Bond Index,82,-0.579144434,6.7,9.06
2016-06-15,SAGB Index,SA Govt Bond Index,83.2,0.473258399,6.78,9.02
2016-06-17,SAGB Index,SA Govt Bond Index,83.7,0.530380886,6.8,8.97
2016-06-20,SAGB Index,SA Govt Bond Index,84.1,0.485383998,6.82,8.94
2016-06-21,SAGB Index,SA Govt Bond Index,84.1,0.079849371,6.82,8.93
2016-06-22,SAGB Index,SA Govt Bond Index,85.1,0.871535234,6.86,8.86
2016-06-23,SAGB Index,SA Govt Bond Index,85,-0.031443224,6.86,8.86
2016-06-24,SAGB Index,SA Govt Bond Index,83.4,-1.369089598,6.78,8.99
2016-06-27,SAGB Index,SA Govt Bond Index,83.2,0.011290147,6.77,8.99
2016-06-28,SAGB Index,SA Govt Bond Index,84.9,1.507163483,6.85,8.86
2016-06-29,SAGB Index,SA Govt Bond Index,85.4,0.620449065,6.87,8.81
2016-06-30,SAGB Index,SA Govt Bond Index,84.9,-0.326926657,6.85,8.84
2016-07-01,SAGB Index,SA Govt Bond Index,86.2,1.013956492,6.9,8.75
2016-07-04,SAGB Index,SA Govt Bond Index,86.1,0.037169853,6.9,8.75
2016-07-05,SAGB Index,SA Govt Bond Index,84.7,-1.049225017,6.83,8.85
2016-07-06,SAGB Index,SA Govt Bond Index,85,0.253316757,6.84,8.83
2016-07-07,SAGB Index,SA Govt Bond Index,85.9,0.378432822,6.89,8.8
2016-07-08,SAGB Index,SA Govt Bond Index,86.5,0.424566878,6.91,8.77
2016-07-11,SAGB Index,SA Govt Bond Index,87.3,0.777584617,6.94,8.7
2016-07-12,SAGB Index,SA Govt Bond Index,87,-0.375381112,6.93,8.74
2016-07-13,SAGB Index,SA Govt Bond Index,86.5,-0.274590942,6.91,8.77
2016-07-14,SAGB Index,SA Govt Bond Index,87,0.374756524,6.93,8.73
2016-07-15,SAGB Index,SA Govt Bond Index,86.5,-0.360331022,6.91,8.77
2016-07-18,SAGB Index,SA Govt Bond Index,85.4,-0.696160065,6.86,8.84
2016-07-19,SAGB Index,SA Govt Bond Index,85.5,0.157787338,6.86,8.83
2016-07-20,SAGB Index,SA Govt Bond Index,85.7,0.197358375,6.87,8.81
2016-07-21,SAGB Index,SA Govt Bond Index,86,0.30577559,6.88,8.78
2016-07-22,SAGB Index,SA Govt Bond Index,85.3,-0.411586744,6.85,8.82
2016-07-25,SAGB Index,SA Govt Bond Index,85.4,0.241213289,6.85,8.81
2016-07-26,SAGB Index,SA Govt Bond Index,85.8,0.361623588,6.87,8.78
2016-07-27,SAGB Index,SA Govt Bond Index,86.3,-0.023419878,6.91,8.78
2016-07-28,SAGB Index,SA Govt Bond Index,86.5,0.130759615,6.92,8.77
2016-07-29,SAGB Index,SA Govt Bond Index,87.4,0.723895652,6.96,8.71
2016-08-01,SAGB Index,SA Govt Bond Index,87.4,0.137265616,6.96,8.7
2016-08-02,SAGB Index,SA Govt Bond Index,87.3,-0.078710217,6.95,8.71
2016-08-04,SAGB Index,SA Govt Bond Index,94.6,0.840046731,7.39,8.69
2016-08-05,SAGB Index,SA Govt Bond Index,94.4,-0.146797715,7.38,8.7
2016-08-08,SAGB Index,SA Govt Bond Index,94.7,0.403247903,7.39,8.67
2016-08-10,SAGB Index,SA Govt Bond Index,95.5,0.76034607,7.42,8.61
2016-08-11,SAGB Index,SA Govt Bond Index,95.5,0.071538374,7.42,8.6
2016-08-12,SAGB Index,SA Govt Bond Index,95.3,-0.016425265,7.41,8.61
2016-08-15,SAGB Index,SA Govt Bond Index,95,-0.036962918,7.4,8.62
2016-08-16,SAGB Index,SA Govt Bond Index,95,0.077127928,7.4,8.61
2016-08-17,SAGB Index,SA Govt Bond Index,95.1,0.065498883,7.4,8.61
2016-08-18,SAGB Index,SA Govt Bond Index,95.5,0.356558095,7.42,8.58
2016-08-19,SAGB Index,SA Govt Bond Index,94.6,-0.572331134,7.38,8.63
2016-08-22,SAGB Index,SA Govt Bond Index,94,-0.361261143,7.35,8.67
2016-08-23,SAGB Index,SA Govt Bond Index,94.3,0.31155219,7.36,8.64
2016-08-24,SAGB Index,SA Govt Bond Index,89.4,-3.77843597,7.14,8.99
2016-08-25,SAGB Index,SA Govt Bond Index,89.4,-0.103188746,7.14,9
2016-08-26,SAGB Index,SA Govt Bond Index,91.5,0.845815664,7.27,8.93
2016-08-29,SAGB Index,SA Govt Bond Index,90.9,-0.379237975,7.24,8.97
2016-08-30,SAGB Index,SA Govt Bond Index,91.2,0.326851805,7.25,8.94
2016-08-31,SAGB Index,SA Govt Bond Index,90.7,-0.367861348,7.23,8.98
2016-09-01,SAGB Index,SA Govt Bond Index,91.9,0.327764691,7.29,8.95
2016-09-02,SAGB Index,SA Govt Bond Index,92.2,0.327273149,7.3,8.94
2016-09-05,SAGB Index,SA Govt Bond Index,92.7,0.631818803,7.32,8.88
2016-09-06,SAGB Index,SA Govt Bond Index,93.8,0.958129181,7.37,8.8
2016-09-07,SAGB Index,SA Govt Bond Index,94.7,0.856026853,7.41,8.73
2016-09-08,SAGB Index,SA Govt Bond Index,95.1,0.240973812,7.42,8.71
2016-09-09,SAGB Index,SA Govt Bond Index,93.7,-1.090488021,7.36,8.81
2016-09-12,SAGB Index,SA Govt Bond Index,93.9,0.2430449,7.37,8.79
2016-09-13,SAGB Index,SA Govt Bond Index,93.8,0.065385538,7.37,8.79
2016-09-14,SAGB Index,SA Govt Bond Index,94.2,0.345976979,7.38,8.76
2016-09-15,SAGB Index,SA Govt Bond Index,94,-0.065870326,7.38,8.77
2016-09-16,SAGB Index,SA Govt Bond Index,93.8,-0.104897014,7.37,8.78
2016-09-19,SAGB Index,SA Govt Bond Index,94.4,0.7097881,7.39,8.72
2016-09-20,SAGB Index,SA Govt Bond Index,94.6,0.149942438,7.4,8.71
2016-09-21,SAGB Index,SA Govt Bond Index,94.4,-0.068971189,7.39,8.72
2016-09-22,SAGB Index,SA Govt Bond Index,95,0.559632049,7.41,8.67
2016-09-23,SAGB Index,SA Govt Bond Index,94.5,-0.284024857,7.39,8.7
2016-09-26,SAGB Index,SA Govt Bond Index,93.9,-0.333705153,7.36,8.74
2016-09-27,SAGB Index,SA Govt Bond Index,94.2,-0.125207509,7.4,8.75
2016-09-28,SAGB Index,SA Govt Bond Index,94.2,0.048534229,7.4,8.75
2016-09-29,SAGB Index,SA Govt Bond Index,93.9,-0.223448829,7.38,8.77
2016-09-30,SAGB Index,SA Govt Bond Index,93.5,-0.206491337,7.37,8.79
2016-10-03,SAGB Index,SA Govt Bond Index,94.2,0.745659412,7.4,8.73
2016-10-04,SAGB Index,SA Govt Bond Index,94.7,0.36428206,7.42,8.7
2016-10-05,SAGB Index,SA Govt Bond Index,94,-0.603878889,7.38,8.76
2016-10-06,SAGB Index,SA Govt Bond Index,94.1,-0.373400414,7.38,8.79
2016-10-07,SAGB Index,SA Govt Bond Index,94.2,0.176785325,7.39,8.78
2016-10-10,SAGB Index,SA Govt Bond Index,94,-0.001500305,7.38,8.79
2016-10-11,SAGB Index,SA Govt Bond Index,91.9,-1.643983594,7.28,8.94
2016-10-12,SAGB Index,SA Govt Bond Index,92.4,0.420058309,7.3,8.91
2016-10-13,SAGB Index,SA Govt Bond Index,92.4,-0.035886939,7.3,8.91
2016-10-14,SAGB Index,SA Govt Bond Index,93,0.575346889,7.33,8.86
2016-10-17,SAGB Index,SA Govt Bond Index,92.3,-0.348823594,7.3,8.9
2016-10-18,SAGB Index,SA Govt Bond Index,92.6,0.334124898,7.31,8.87
2016-10-19,SAGB Index,SA Govt Bond Index,92.9,0.31374549,7.32,8.85
2016-10-20,SAGB Index,SA Govt Bond Index,92.9,-0.013745808,7.32,8.85
2016-10-21,SAGB Index,SA Govt Bond Index,92.5,-0.243127093,7.3,8.87
2016-10-24,SAGB Index,SA Govt Bond Index,92.6,0.241454238,7.31,8.86
2016-10-25,SAGB Index,SA Govt Bond Index,92.8,0.164976101,7.31,8.84
2016-10-26,SAGB Index,SA Govt Bond Index,91.5,-0.865074023,7.26,8.93
2016-10-27,SAGB Index,SA Govt Bond Index,91.3,-0.184159268,7.24,8.94
2016-10-28,SAGB Index,SA Govt Bond Index,91.7,0.414030287,7.26,8.91
2016-10-31,SAGB Index,SA Govt Bond Index,93,1.239050919,7.32,8.8
2016-11-01,SAGB Index,SA Govt Bond Index,92.4,-0.408024418,7.29,8.84
2016-11-02,SAGB Index,SA Govt Bond Index,93.1,0.784859825,7.33,8.78
2016-11-03,SAGB Index,SA Govt Bond Index,93.1,0.037987695,7.32,8.78
2016-11-04,SAGB Index,SA Govt Bond Index,92.4,-0.455493094,7.29,8.82
2016-11-07,SAGB Index,SA Govt Bond Index,92.5,0.175962511,7.29,8.81
2016-11-08,SAGB Index,SA Govt Bond Index,92.7,0.22568012,7.3,8.8
2016-11-09,SAGB Index,SA Govt Bond Index,91.3,-1.051919921,7.24,8.89
2016-11-10,SAGB Index,SA Govt Bond Index,89.2,-1.554562138,7.14,9.04
2016-11-11,SAGB Index,SA Govt Bond Index,88.3,-0.701508176,7.1,9.11
2016-11-14,SAGB Index,SA Govt Bond Index,88,-0.156542735,7.09,9.13
2016-11-15,SAGB Index,SA Govt Bond Index,88.9,0.754627469,7.12,9.06
2016-11-16,SAGB Index,SA Govt Bond Index,89,0.214950033,7.13,9.04
2016-11-17,SAGB Index,SA Govt Bond Index,89.2,0.242947457,7.14,9.02
2016-11-18,SAGB Index,SA Govt Bond Index,89.6,0.345056226,7.16,8.99
2016-11-21,SAGB Index,SA Govt Bond Index,89.4,0.056773625,7.15,9
2016-11-22,SAGB Index,SA Govt Bond Index,89.3,-0.02182362,7.14,9
2016-11-23,SAGB Index,SA Govt Bond Index,89,-0.185066728,7.13,9.02
2016-11-24,SAGB Index,SA Govt Bond Index,88.7,-0.257862329,7.11,9.05
2016-11-25,SAGB Index,SA Govt Bond Index,88.3,-0.29341895,7.09,9.07
2016-11-28,SAGB Index,SA Govt Bond Index,89.8,1.444833039,7.16,8.95
2016-11-29,SAGB Index,SA Govt Bond Index,88.6,-0.900620708,7.1,9.03
2016-11-30,SAGB Index,SA Govt Bond Index,88.4,-0.097385615,7.09,9.05
2016-12-01,SAGB Index,SA Govt Bond Index,88.3,-0.470838656,7.08,9.09
2016-12-02,SAGB Index,SA Govt Bond Index,88.7,0.375698217,7.1,9.06
2016-12-05,SAGB Index,SA Govt Bond Index,89.2,0.569823374,7.12,9.02
2016-12-06,SAGB Index,SA Govt Bond Index,89.5,0.314753825,7.13,8.99
2016-12-07,SAGB Index,SA Govt Bond Index,90.1,0.596363636,7.16,8.94
2016-12-08,SAGB Index,SA Govt Bond Index,89.7,-0.246557953,7.14,8.96
2016-12-09,SAGB Index,SA Govt Bond Index,89.7,0.01468321,7.14,8.96
2016-12-12,SAGB Index,SA Govt Bond Index,89.5,-0.032750044,7.13,8.97
2016-12-13,SAGB Index,SA Govt Bond Index,89.2,-0.147800039,7.11,8.99
2016-12-14,SAGB Index,SA Govt Bond Index,89.2,0.038843153,7.11,8.99
2016-12-15,SAGB Index,SA Govt Bond Index,89.5,-0.509477065,7.15,9.04
2016-12-19,SAGB Index,SA Govt Bond Index,89.9,0.528947164,7.17,9
2016-12-20,SAGB Index,SA Govt Bond Index,89.7,-0.129091104,7.15,9.01
2016-12-21,SAGB Index,SA Govt Bond Index,89.7,0.092273204,7.15,9.01
2016-12-22,SAGB Index,SA Govt Bond Index,89.6,0.028655618,7.15,9.01
2016-12-23,SAGB Index,SA Govt Bond Index,89.5,-0.026197301,7.14,9.01
2016-12-28,SAGB Index,SA Govt Bond Index,89.4,0.1936092,7.14,9
2016-12-29,SAGB Index,SA Govt Bond Index,89.7,0.338302504,7.15,8.97
2016-12-30,SAGB Index,SA Govt Bond Index,89.6,0.011438751,7.15,8.98
2017-01-03,SAGB Index,SA Govt Bond Index,89,-0.262686187,7.11,9.01
2017-01-04,SAGB Index,SA Govt Bond Index,89,0.18836888,7.12,8.99
2017-01-05,SAGB Index,SA Govt Bond Index,90,0.469098599,7.16,8.95
2017-01-06,SAGB Index,SA Govt Bond Index,90.3,0.246340839,7.17,8.94
2017-01-09,SAGB Index,SA Govt Bond Index,90.6,0.405212052,7.18,8.91
2017-01-10,SAGB Index,SA Govt Bond Index,90.5,-0.005566575,7.17,8.91
2017-01-11,SAGB Index,SA Govt Bond Index,90.7,0.081276524,7.19,8.9
2017-01-12,SAGB Index,SA Govt Bond Index,91.4,0.645419671,7.22,8.85
2017-01-13,SAGB Index,SA Govt Bond Index,92,0.511219189,7.24,8.8
2017-01-16,SAGB Index,SA Govt Bond Index,91.7,-0.081928903,7.23,8.82
2017-01-17,SAGB Index,SA Govt Bond Index,91.8,0.09080103,7.23,8.81
2017-01-18,SAGB Index,SA Govt Bond Index,91.7,-0.041785563,7.22,8.82
2017-01-19,SAGB Index,SA Govt Bond Index,91.1,-0.379710862,7.2,8.85
2017-01-20,SAGB Index,SA Govt Bond Index,90.9,-0.126807326,7.19,8.87
2017-01-23,SAGB Index,SA Govt Bond Index,90.5,-0.136919406,7.17,8.89
2017-01-24,SAGB Index,SA Govt Bond Index,91.3,0.667820606,7.2,8.83
2017-01-25,SAGB Index,SA Govt Bond Index,90.5,-0.492181013,7.17,8.87
2017-01-26,SAGB Index,SA Govt Bond Index,91.3,-0.095054583,7.23,8.89
2017-01-27,SAGB Index,SA Govt Bond Index,90.7,-0.409898033,7.21,8.93
2017-01-30,SAGB Index,SA Govt Bond Index,89.9,-0.511750449,7.17,8.98
2017-01-31,SAGB Index,SA Govt Bond Index,90.5,0.603525123,7.19,8.93
2017-02-01,SAGB Index,SA Govt Bond Index,90.1,-0.192013852,7.18,8.95
2017-02-02,SAGB Index,SA Govt Bond Index,90,0.082476443,7.18,8.95
2017-02-03,SAGB Index,SA Govt Bond Index,90.1,0.156853885,7.18,8.94
2017-02-06,SAGB Index,SA Govt Bond Index,90.1,0.165113527,7.18,8.93
2017-02-07,SAGB Index,SA Govt Bond Index,89.6,-0.341312049,7.16,8.96
2017-02-08,SAGB Index,SA Govt Bond Index,89.6,0.07446044,7.16,8.96
2017-02-09,SAGB Index,SA Govt Bond Index,90.2,0.534901885,7.18,8.91
2017-02-10,SAGB Index,SA Govt Bond Index,90.4,0.174160861,7.19,8.9
2017-02-13,SAGB Index,SA Govt Bond Index,90.7,0.447877498,7.2,8.87
2017-02-14,SAGB Index,SA Govt Bond Index,91.5,0.755819591,7.24,8.8
2017-02-15,SAGB Index,SA Govt Bond Index,91.8,0.310156349,7.25,8.77
2017-02-16,SAGB Index,SA Govt Bond Index,91.3,-0.333636255,7.23,8.81
2017-02-17,SAGB Index,SA Govt Bond Index,90.7,-0.452452525,7.2,8.85
2017-02-20,SAGB Index,SA Govt Bond Index,89.9,-0.499211771,7.16,8.9
2017-02-21,SAGB Index,SA Govt Bond Index,89.5,-0.209598627,7.14,8.92
2017-02-22,SAGB Index,SA Govt Bond Index,89.6,0.209671343,7.15,8.91
2017-02-23,SAGB Index,SA Govt Bond Index,91.4,0.614128063,7.27,8.85
2017-02-24,SAGB Index,SA Govt Bond Index,91,-0.259898847,7.25,8.88
2017-02-27,SAGB Index,SA Govt Bond Index,90.7,-0.074189263,7.23,8.89
2017-02-28,SAGB Index,SA Govt Bond Index,90.1,-0.440528634,7.2,8.93
2017-03-01,SAGB Index,SA Govt Bond Index,90,-0.070531965,7.2,8.94
2017-03-02,SAGB Index,SA Govt Bond Index,91.3,0.520724198,7.26,8.9
2017-03-03,SAGB Index,SA Govt Bond Index,91.6,0.264956124,7.27,8.88
2017-03-06,SAGB Index,SA Govt Bond Index,91.9,0.435320207,7.28,8.85
2017-03-07,SAGB Index,SA Govt Bond Index,92.2,0.293434583,7.29,8.83
2017-03-08,SAGB Index,SA Govt Bond Index,92,-0.085998533,7.28,8.84
2017-03-09,SAGB Index,SA Govt Bond Index,91.6,-0.296451999,7.26,8.87
2017-03-10,SAGB Index,SA Govt Bond Index,91.9,0.179563232,7.28,8.85
2017-03-13,SAGB Index,SA Govt Bond Index,92,0.285915401,7.28,8.83
2017-03-14,SAGB Index,SA Govt Bond Index,91.7,-0.207855453,7.27,8.85
2017-03-15,SAGB Index,SA Govt Bond Index,92.1,0.382315246,7.28,8.82
2017-03-16,SAGB Index,SA Govt Bond Index,92.9,0.753050124,7.32,8.76
2017-03-17,SAGB Index,SA Govt Bond Index,93.3,0.321731867,7.33,8.73
2017-03-20,SAGB Index,SA Govt Bond Index,93.7,0.478459496,7.35,8.69
2017-03-22,SAGB Index,SA Govt Bond Index,94.2,0.627499373,7.37,8.64
2017-03-23,SAGB Index,SA Govt Bond Index,94.2,0.135001414,7.37,8.63
2017-03-24,SAGB Index,SA Govt Bond Index,93.7,-0.335813257,7.35,8.67
2017-03-27,SAGB Index,SA Govt Bond Index,90.3,-2.556566173,7.19,8.9
2017-03-28,SAGB Index,SA Govt Bond Index,90.9,0.040520258,7.24,8.9
2017-03-29,SAGB Index,SA Govt Bond Index,91.4,0.440638253,7.26,8.86
2017-03-30,SAGB Index,SA Govt Bond Index,92.8,1.248664083,7.32,8.76
2017-03-31,SAGB Index,SA Govt Bond Index,89.8,-2.374190921,7.19,8.97
2017-04-03,SAGB Index,SA Govt Bond Index,88.6,-0.774785356,7.13,9.05
2017-04-04,SAGB Index,SA Govt Bond Index,88.9,0.386269101,7.15,9.02
2017-04-05,SAGB Index,SA Govt Bond Index,88.2,-0.562756331,7.11,9.07
2017-04-06,SAGB Index,SA Govt Bond Index,88.7,-0.07406737,7.14,9.08
2017-04-07,SAGB Index,SA Govt Bond Index,89.3,0.572830214,7.17,9.04
2017-04-10,SAGB Index,SA Govt Bond Index,88.6,-0.416102276,7.14,9.08
2017-04-11,SAGB Index,SA Govt Bond Index,89,0.411196808,7.15,9.05
2017-04-12,SAGB Index,SA Govt Bond Index,89.7,0.633017254,7.18,8.99
2017-04-13,SAGB Index,SA Govt Bond Index,89.9,0.203285815,7.19,8.98
2017-04-18,SAGB Index,SA Govt Bond Index,89.1,-0.286355898,7.15,9.01
2017-04-19,SAGB Index,SA Govt Bond Index,89.6,0.466321907,7.17,8.97
2017-04-20,SAGB Index,SA Govt Bond Index,90.4,0.754915411,7.21,8.91
2017-04-21,SAGB Index,SA Govt Bond Index,90.6,0.247766579,7.22,8.89
2017-04-24,SAGB Index,SA Govt Bond Index,90.6,0.201398259,7.22,8.88
2017-04-25,SAGB Index,SA Govt Bond Index,90.1,-0.329715571,7.2,8.91
2017-04-26,SAGB Index,SA Govt Bond Index,89.7,-0.287155733,7.18,8.94
2017-04-28,SAGB Index,SA Govt Bond Index,89.9,0.278757116,7.18,8.92
2017-05-02,SAGB Index,SA Govt Bond Index,89.6,0.082799377,7.17,8.92
2017-05-03,SAGB Index,SA Govt Bond Index,89.8,0.191596778,7.18,8.9
2017-05-04,SAGB Index,SA Govt Bond Index,89.8,-0.14139895,7.17,8.94
2017-05-05,SAGB Index,SA Govt Bond Index,89.5,-0.287341827,7.15,8.97
2017-05-08,SAGB Index,SA Govt Bond Index,89.5,0.202170578,7.15,8.95
2017-05-09,SAGB Index,SA Govt Bond Index,88.7,-0.656314685,7.11,9.02
2017-05-10,SAGB Index,SA Govt Bond Index,89.2,0.490043051,7.13,8.97
2017-05-11,SAGB Index,SA Govt Bond Index,89.2,0.092112298,7.13,8.97
2017-05-12,SAGB Index,SA Govt Bond Index,89.1,0.03410432,7.13,8.97
2017-05-15,SAGB Index,SA Govt Bond Index,88.5,-0.071973462,7.1,8.98
2017-05-16,SAGB Index,SA Govt Bond Index,89.5,0.712851913,7.14,8.92
2017-05-17,SAGB Index,SA Govt Bond Index,88.9,-0.407763823,7.12,8.96
2017-05-18,SAGB Index,SA Govt Bond Index,88.3,-0.46486432,7.09,9
2017-05-19,SAGB Index,SA Govt Bond Index,89.2,0.786709652,7.13,8.93
2017-05-22,SAGB Index,SA Govt Bond Index,89.4,0.33458076,7.13,8.91
2017-05-23,SAGB Index,SA Govt Bond Index,89.8,0.369582981,7.15,8.88
2017-05-24,SAGB Index,SA Govt Bond Index,90.3,0.517149851,7.17,8.83
2017-05-25,SAGB Index,SA Govt Bond Index,89.9,-0.222065081,7.16,8.85
2017-05-26,SAGB Index,SA Govt Bond Index,90,0.064121237,7.16,8.85
2017-05-29,SAGB Index,SA Govt Bond Index,89,-0.615417932,7.11,8.91
2017-05-30,SAGB Index,SA Govt Bond Index,88.8,-0.117344478,7.1,8.93
2017-05-31,SAGB Index,SA Govt Bond Index,88.8,0.148954014,7.1,8.91
2017-06-01,SAGB Index,SA Govt Bond Index,89.3,0.26889688,7.12,8.89
2017-06-02,SAGB Index,SA Govt Bond Index,90.1,0.690027281,7.16,8.84
2017-06-05,SAGB Index,SA Govt Bond Index,90,0.116721815,7.15,8.83
2017-06-06,SAGB Index,SA Govt Bond Index,89.3,-0.387205952,7.12,8.87
2017-06-07,SAGB Index,SA Govt Bond Index,88.8,-0.225211246,7.1,8.89
2017-06-08,SAGB Index,SA Govt Bond Index,88.5,-0.267664335,7.08,8.92
2017-06-09,SAGB Index,SA Govt Bond Index,89.1,0.463877934,7.11,8.88
2017-06-12,SAGB Index,SA Govt Bond Index,89.8,0.65881201,7.14,8.82
2017-06-13,SAGB Index,SA Govt Bond Index,89.4,-0.247772515,7.12,8.85
2017-06-14,SAGB Index,SA Govt Bond Index,89.4,0.069251833,7.12,8.85
2017-06-15,SAGB Index,SA Govt Bond Index,89.1,-0.715165895,7.13,8.91
2017-06-19,SAGB Index,SA Govt Bond Index,88.2,-0.502675185,7.09,8.97
2017-06-20,SAGB Index,SA Govt Bond Index,88.4,0.186931254,7.09,8.95
2017-06-21,SAGB Index,SA Govt Bond Index,88,-0.272917001,7.07,8.98
2017-06-22,SAGB Index,SA Govt Bond Index,88.3,0.212134221,7.08,8.96
2017-06-23,SAGB Index,SA Govt Bond Index,89.1,0.628272999,7.12,8.91
2017-06-26,SAGB Index,SA Govt Bond Index,89.2,0.165665696,7.12,8.9
2017-06-27,SAGB Index,SA Govt Bond Index,88.5,-0.542569769,7.09,8.95
2017-06-28,SAGB Index,SA Govt Bond Index,87.6,-0.655561411,7.04,9.01
2017-06-29,SAGB Index,SA Govt Bond Index,87.3,-0.124378555,7.03,9.03
2017-06-30,SAGB Index,SA Govt Bond Index,86.7,-0.450581395,7,9.07
2017-07-03,SAGB Index,SA Govt Bond Index,86.7,0.023433177,7,9.08
2017-07-04,SAGB Index,SA Govt Bond Index,87.1,0.317715476,7.01,9.05
2017-07-05,SAGB Index,SA Govt Bond Index,86.6,-0.401680014,6.99,9.09
2017-07-06,SAGB Index,SA Govt Bond Index,86.1,-0.439373334,6.97,9.13
2017-07-07,SAGB Index,SA Govt Bond Index,85.7,-0.211416873,6.95,9.16
2017-07-10,SAGB Index,SA Govt Bond Index,86,0.459857341,6.96,9.12
2017-07-11,SAGB Index,SA Govt Bond Index,85.6,-0.218846457,6.94,9.14
2017-07-12,SAGB Index,SA Govt Bond Index,86.6,0.739298554,6.99,9.08
2017-07-13,SAGB Index,SA Govt Bond Index,86.9,0.326305627,7.01,9.05
2017-07-14,SAGB Index,SA Govt Bond Index,87.5,0.591532537,7.03,9
2017-07-17,SAGB Index,SA Govt Bond Index,87.5,0.226421279,7.03,8.98
2017-07-18,SAGB Index,SA Govt Bond Index,87.5,0.066297675,7.03,8.98
2017-07-19,SAGB Index,SA Govt Bond Index,87.2,-0.185617075,7.02,9
2017-07-20,SAGB Index,SA Govt Bond Index,87.7,0.603976923,7.04,8.94
2017-07-21,SAGB Index,SA Govt Bond Index,87.6,0.097110391,7.04,8.94
2017-07-24,SAGB Index,SA Govt Bond Index,87.2,-0.155331914,7.02,8.96
2017-07-25,SAGB Index,SA Govt Bond Index,86.9,-0.107609477,7,8.97
2017-07-26,SAGB Index,SA Govt Bond Index,87.9,0.121899794,7.08,8.96
2017-07-27,SAGB Index,SA Govt Bond Index,87.9,0.111133527,7.08,8.95
2017-07-28,SAGB Index,SA Govt Bond Index,87.5,-0.377045645,7.06,8.99
2017-07-31,SAGB Index,SA Govt Bond Index,87.2,-0.083572725,7.05,9
2017-08-01,SAGB Index,SA Govt Bond Index,87.2,0.015805082,7.05,9.01
2017-08-02,SAGB Index,SA Govt Bond Index,87.2,0.095525738,7.05,9
2017-08-03,SAGB Index,SA Govt Bond Index,87.8,-0.202931509,7.08,9.02
2017-08-04,SAGB Index,SA Govt Bond Index,87.7,-0.013331129,7.07,9.02
2017-08-07,SAGB Index,SA Govt Bond Index,88.2,0.615624744,7.09,8.97
2017-08-08,SAGB Index,SA Govt Bond Index,88,-0.062899638,7.09,8.98
2017-08-10,SAGB Index,SA Govt Bond Index,87.9,-0.048088398,7.08,8.99
2017-08-11,SAGB Index,SA Govt Bond Index,87.6,-0.217032544,7.06,9.01
2017-08-14,SAGB Index,SA Govt Bond Index,87.8,0.298869402,7.07,8.99
2017-08-15,SAGB Index,SA Govt Bond Index,87.8,0.082889723,7.07,8.98
2017-08-16,SAGB Index,SA Govt Bond Index,88.3,0.461608283,7.09,8.94
2017-08-17,SAGB Index,SA Govt Bond Index,88.6,0.301285826,7.1,8.92
2017-08-18,SAGB Index,SA Govt Bond Index,88.5,-0.093759475,7.1,8.93
2017-08-21,SAGB Index,SA Govt Bond Index,88.3,0.041398134,7.08,8.93
2017-08-22,SAGB Index,SA Govt Bond Index,88,-0.118882713,7.07,8.94
